[(0.82758951725462071, 1.6551790345092414), 
 (1.2244946938971428, 2.0408244898285712) , 
 (1.2040181939991974, 2.0066969899986624), 
 (0.76271491526644075, 1.779668135621695), 
 (0.71216902078290811, 1.6023802967615433), 
 (0.90909454546909096, 2.2727363636727276), 
 (0.85308398105630334, 1.7061679621126067), 
 (0.94737221054147369, 1.5789536842357896), 
 (0.85308398105630334, 1.7061679621126067), 
 (0.66115966943206617, 1.6528991735801655), 
 (1.0169532203552545, 2.033906440710509), 
 (0.93264621763150268, 1.8652924352630054), 
 (1.0909134545629091, 1.8181890909381817), 
 (1.2121260606254547, 2.0202101010424247), 
 (0.84706221177825891, 1.6941244235565178), 
 (0.81081405406702711, 1.6216281081340542), 
 (0.77419664517367748, 1.9354916129341937), 
 (0.82004883828191333, 1.6400976765638267), 
 (1.3636418182036363, 2.7272836364072726), 
 (0.63830042554212774, 1.2766008510842555), 
 (0.84112485982654217, 1.6822497196530843), 
 (0.86331280576920866, 2.1582820144230217), 
 (0.74534459628521754, 1.4906891925704351), 
 (0.93506867533963633, 1.8701373506792727), 
 (0.71942733814100723, 1.4388546762820145), 
 (0.84112485982654217, 1.6822497196530843), 
 (0.72289445784289152, 1.445788915685783), 
 (1.7266256115384173, 4.3165640288460434), 
 (0.78176208470306197, 1.9544052117576549), 
 (0.84805992934219099, 1.4841048763488343), 
 (1.4723985276309204, 2.9447970552618408), 
 (0.86331280576920877, 1.7266256115384175), 
 (1.0495668804832654, 1.7492781341387755), 
 (0.86956869566608697, 2.1739217391652175), 
 (0.93933839531835628, 1.6438421918071235), 
 (1.4906891925704349, 2.9813783851408697), 
 (0.87378990292660197, 1.7475798058532039), 
 (0.79208237625029709, 2.3762471287508911), 
 (0.8294964055432259, 1.6589928110864518), 
 (0.884524422618575, 1.76904884523715), 
 (0.87273076365032731, 1.7454615273006546), 
 (1.42857714288, 2.8571542857600001), 
 (0.884524422618575, 1.76904884523715), 
 (0.8653880769369231, 1.7307761538738462), 
 (1.1501643450663259, 2.3003286901326518), 
 (0.74227101032115461, 1.4845420206423092), 
 (0.75710082020138803, 1.8927520505034701), 
 (0.82616509467759036, 1.445788915685783), 
 (0.79121195605661532, 1.8461612307987691), 
 (1.4634204878282928, 2.9268409756565856), 
 (1.4457889156857833, 2.8915778313715665), 
 (0.7947051655756292, 1.986762913939073), 
 (0.8013387646205008, 1.6026775292410016), 
 (0.46421849130336562, 0.8123823597808898), 
 (0.90452623117025133, 1.8090524623405027), 
 (0.72727563637527282, 1.6969764848756366), 
 (0.87167418887593218, 1.7433483777518644), 
 (0.53333546667520004, 1.3333386666880001), 
 (0.8653880769369231, 1.7307761538738462), 
 (1.42857714288, 2.8571542857600001), 
 (0.99723390583313021, 1.9944678116662604), 
 (1.1688358441745457, 1.9480597402909094), 
 (0.073409755302969004, 0.11011463295445351), 
 (1.5894103311512584, 3.973525827878146), 
 (0.86124746412861253, 1.7224949282572251), 
 (0.86124746412861253, 1.7224949282572251), 
 (0.91603419848793899, 1.832068396975878), 
 (1.0027895264784401, 1.6713158774640668), 
 (0.69498347491459456, 1.3899669498291891), 
 (0.83141210162993084, 1.6628242032598617), 
 (0.78947684211789482, 1.8421126316084213), 
 (0.68702564886595419, 1.6030598473538931), 
 (0.27334961276063785, 0.45558268793439638), 
 (1.4814874074311111, 2.9629748148622221), 
 (1.0465158139702326, 1.7441930232837211), 
 (1.2676107042456337, 2.1126845070760565), 
 (0.75949670887291143, 1.8987417721822786), 
 (0.8026787959994649, 1.6053575919989298)]
